product_id,sku,name,description,category_id,category_name,price,cost,stock_quantity,is_active,created_at,updated_at
156,SKU-07-00156,Point Face Mask,Voice let activity western safe business determine agency kitchen.,7,Beauty,111.91,55.95,134,True,2025-04-20 18:16:48.143422,2026-01-19 11:52:07.391717
157,SKU-02-00157,Land Sweater,Power middle sit foot radio full yard onto offer best friend father.,2,Clothing,99.21,59.53,184,True,2025-09-16 11:10:45.675227,2026-01-19 11:52:07.391747
158,SKU-03-00158,Left Vase,Top hospital perform quality campaign concern investment fund.,3,Home & Garden,44.1,28.67,395,True,2025-02-17 14:24:48.751273,2026-01-19 11:52:07.391781
159,SKU-02-00159,Capital Jacket,Short care final whose difficult network she food animal.,2,Clothing,152.04,91.22,1,True,2025-12-17 04:52:03.436633,2026-01-19 11:52:07.391812
160,SKU-01-00160,Event Headphones,Certainly main history production upon painting cut off expert international these.,1,Electronics,116.67,99.17,186,True,2025-12-12 03:46:11.958292,2026-01-19 11:52:07.391847
161,SKU-03-00161,Soldier Plant Pot,Last why kid thus nice theory information member street very.,3,Home & Garden,187.26,121.72,439,True,2025-11-06 06:04:31.021442,2026-01-19 11:52:07.391877
162,SKU-07-00162,Your Shampoo,Mouth land per whatever beat house specific join political within.,7,Beauty,74.53,37.27,213,False,2024-08-18 15:08:48.470831,2026-01-19 11:52:07.391933
163,SKU-06-00163,Benefit Building Blocks,Language door often Mrs throughout describe list authority civil offer these body.,6,Toys,167.81,92.3,292,True,2025-07-13 22:58:53.768879,2026-01-19 11:52:07.391980
164,SKU-01-00164,Heart Tablet,Miss chair throw word worry just address key fall lot operation home attention.,1,Electronics,373.62,317.58,264,False,2025-01-25 19:09:18.087370,2026-01-19 11:52:07.392020
165,SKU-07-00165,Likely Lipstick,Hour oil worry tonight total cause anyone wife since whether.,7,Beauty,177.24,88.62,443,True,2025-05-22 03:22:29.857693,2026-01-19 11:52:07.392051
166,SKU-05-00166,Share History Book,Like decade garden many cell hope low continue.,5,Books,13.46,10.1,233,True,2024-03-12 21:00:59.457399,2026-01-19 11:52:07.392088
167,SKU-04-00167,Tonight Tennis Racket,Above need game process television give only happen center.,4,Sports,119.3,83.51,155,True,2024-08-29 18:17:08.434477,2026-01-19 11:52:07.392125
168,SKU-04-00168,Grow Water Bottle,Herself according music rich a their true specific defense president.,4,Sports,83.13,58.19,497,True,2024-02-22 17:54:35.571258,2026-01-19 11:52:07.392176
169,SKU-04-00169,Describe Basketball,Dark travel available travel early PM.,4,Sports,42.85,29.99,477,True,2024-09-23 04:35:31.522294,2026-01-19 11:52:07.392209
170,SKU-04-00170,Current Bike Helmet,Open follow run movie pattern quickly your.,4,Sports,132.65,92.86,355,False,2024-12-09 04:56:26.489531,2026-01-19 11:52:07.392236
171,SKU-06-00171,Service Board Game,Staff agree marriage analysis analysis material voice between everyone dream the.,6,Toys,155.4,85.47,192,True,2024-02-11 22:36:14.567790,2026-01-19 11:52:07.392263
172,SKU-05-00172,Approach Cookbook,Run bag test major final wear culture nice bar.,5,Books,18.21,13.66,121,True,2025-07-04 22:52:57.609247,2026-01-19 11:52:07.392340
173,SKU-01-00173,That Tablet,Draw treat learn cost bag group long majority feeling according.,1,Electronics,1081.9,919.62,47,True,2024-09-13 10:39:50.578166,2026-01-19 11:52:07.392371
174,SKU-04-00174,House Gym Bag,Join business chance set right film ever major gun doctor as board.,4,Sports,144.66,101.26,190,True,2025-07-09 04:38:29.751661,2026-01-19 11:52:07.392415
175,SKU-02-00175,Most Jeans,Like industry remember rather common plan carry research office one song today.,2,Clothing,108.5,65.1,326,True,2025-09-07 22:48:58.040064,2026-01-19 11:52:07.392447
176,SKU-02-00176,Collection T-Shirt,Finish size add recognize but technology catch.,2,Clothing,95.47,57.28,493,True,2025-06-11 10:55:11.876113,2026-01-19 11:52:07.392508
177,SKU-05-00177,Figure Science Book,Way else sister information type lot guy still entire.,5,Books,44.04,33.03,474,True,2025-07-09 05:57:25.123809,2026-01-19 11:52:07.392553
178,SKU-06-00178,Majority Remote Control Car,Hospital father individual operation discover be better rate school have.,6,Toys,98.76,54.32,119,True,2025-05-10 22:45:07.460496,2026-01-19 11:52:07.392596
179,SKU-04-00179,Million Running Shoes,Sell human head listen item husband edge win another good across.,4,Sports,159.29,111.5,299,True,2025-05-24 07:41:16.594506,2026-01-19 11:52:07.392625
180,SKU-02-00180,Without Dress,Sure cause job forget fly continue make artist of Mr.,2,Clothing,98.17,58.9,160,True,2025-01-15 16:17:35.850925,2026-01-19 11:52:07.392683
181,SKU-06-00181,Center Doll,Next maintain century guess science center above baby record gun American three color.,6,Toys,98.6,54.23,237,True,2025-09-15 00:32:34.319006,2026-01-19 11:52:07.392716
182,SKU-02-00182,Manage Jeans,Population it rate alone here look figure team.,2,Clothing,44.16,26.5,351,True,2024-11-30 10:16:50.192635,2026-01-19 11:52:07.392743
183,SKU-01-00183,Pattern Headphones,Early son because easy create name.,1,Electronics,1262.09,1072.78,167,True,2024-06-06 17:53:21.820599,2026-01-19 11:52:07.392784
184,SKU-04-00184,Our Bike Helmet,Drop after bad two song meet protect hundred edge.,4,Sports,88.31,61.82,25,True,2025-02-11 11:09:20.865163,2026-01-19 11:52:07.392827
185,SKU-05-00185,Gun Biography,Marriage he recent green notice bit avoid cover part view get religious.,5,Books,11.24,8.43,207,False,2025-02-05 06:13:58.719237,2026-01-19 11:52:07.392856
186,SKU-04-00186,Free Dumbbells,Visit whatever they current maybe Republican.,4,Sports,100.48,70.34,411,True,2024-03-25 00:30:34.746809,2026-01-19 11:52:07.392886
187,SKU-02-00187,Effort T-Shirt,Give however interest pay wind easy would space my south.,2,Clothing,26.41,15.85,399,False,2024-10-05 15:02:12.206764,2026-01-19 11:52:07.392915
188,SKU-03-00188,Value Cushion,Join economy less move cell war hit animal but pass on book.,3,Home & Garden,167.38,108.8,190,True,2025-09-11 15:12:04.356366,2026-01-19 11:52:07.392946
189,SKU-02-00189,Simple Sneakers,Can team various fill like region collection cultural soon range Mr.,2,Clothing,184.72,110.83,38,True,2024-04-29 08:57:30.148841,2026-01-19 11:52:07.392975
190,SKU-02-00190,Network Jacket,Student magazine operation course loss risk paper worry bed there.,2,Clothing,181.96,109.18,227,True,2024-04-24 19:00:05.092852,2026-01-19 11:52:07.393100
191,SKU-02-00191,Wonder Hoodie,Spend parent around skill per task scientist tell student could western lawyer.,2,Clothing,37.67,22.6,482,True,2024-04-02 16:33:15.921571,2026-01-19 11:52:07.393139
192,SKU-03-00192,Career Mirror,Simply soon PM occur plant together room.,3,Home & Garden,167.01,108.56,202,True,2024-10-25 13:27:43.012546,2026-01-19 11:52:07.393168
193,SKU-07-00193,The Sunscreen,Spring rich indicate consumer along hospital interesting describe society.,7,Beauty,46.97,23.48,109,False,2025-04-03 11:41:57.968971,2026-01-19 11:52:07.393196
194,SKU-05-00194,Resource Science Book,Already choose country capital campaign drive Mrs west address approach.,5,Books,27.84,20.88,76,True,2025-01-15 05:54:58.380728,2026-01-19 11:52:07.393295
195,SKU-04-00195,Form Tennis Racket,Series study assume event city center executive father send get maintain hard service.,4,Sports,107.29,75.1,451,True,2025-07-17 16:17:52.038041,2026-01-19 11:52:07.393355
196,SKU-01-00196,Difference Smartphone,Walk middle talk policy think part letter cause establish.,1,Electronics,455.68,387.33,70,True,2024-08-27 19:44:40.903408,2026-01-19 11:52:07.393387
197,SKU-04-00197,Store Yoga Mat,Beat trade activity machine protect community question reflect.,4,Sports,198.04,138.63,400,True,2024-07-14 10:38:42.347634,2026-01-19 11:52:07.393427
198,SKU-08-00198,Without Snack Box,Series major picture determine job gas kid.,8,Food & Grocery,78.65,62.92,289,True,2024-03-07 09:38:22.932823,2026-01-19 11:52:07.393463
199,SKU-07-00199,Care Face Mask,Ground water front finally unit explain visit conference hope into fund.,7,Beauty,48.27,24.14,163,True,2025-06-02 04:17:30.771887,2026-01-19 11:52:07.393493
200,SKU-01-00200,Partner Smart Watch,Sometimes officer thank parent conference remain strategy which.,1,Electronics,134.96,114.72,241,True,2024-09-28 13:45:45.726770,2026-01-19 11:52:07.393525
